first_name,last_name,date_of_birth,gender,ssn,address,state,zip_code,income,credit_score,employment_status,loan_amount,loan_type,loan_status,num_existing_loans,default
Jason,Simpson,12/6/1996,Female,828-33-0266,"21455 John Passage Suite 171, New Richard, TX 84066",Colorado,24429,191374.13,315,Student,74087,Education Loan,Running,2,1
Charles,Holmes,11/20/1966,Male,212-61-8594,"0464 Ryan Lakes Apt. 970, Johnfurt, OR 12770",North Dakota,49928,197975.95,662,Student,5700.09,Credit Card Loan,Completed,1,0
Peter,Castro,2/11/1990,Female,583-24-5036,"474 Danny Row Suite 498, Lake Emily, GA 55064",Vermont,76049,26976.26,654,Unemployed,67440.23,Credit Card Loan,Completed,5,1
Keith,Beck,5/11/1999,Female,389-04-3509,"185 Samantha Locks, Lake Chad, FL 32646",Alabama,54734,55377.6,838,Student,87235.66,Home Loan,Running,0,1
Zachary,Benson,5/4/1957,Male,750-57-7478,"0079 Ibarra Common, Davidchester, WY 31469",Alabama,48310,140741.29,684,Retired,97729.11,Education Loan,Completed,3,0
Julie,Lee,10/30/2002,Female,744-69-1490,"999 Scott Glens Apt. 692, Tiffanyfort, NE 05834",Indiana,79394,124960.9,770,Employed,37639.27,Home Loan,Running,0,0
Melinda,Hill,12/31/1969,Female,887-33-3181,"55250 Ali Walk Suite 839, North Bryanland, GA 75978",Tennessee,6411,50423.67,515,Unemployed,88791.06,Personal Loan,Completed,5,1
Christine,Mcgee,3/5/1960,Female,893-97-7519,"8441 Mark Road, Wileybury, MI 33041",Florida,8347,44357.86,607,Employed,60709.59,Home Loan,Completed,4,0
Eric,Kelly,10/6/1985,Female,896-95-9442,"805 Navarro Village, Odonnellmouth, OR 57009",North Dakota,11378,26152.68,609,Self-employed,26558.31,Home Loan,Running,5,1
Donald,Miller,12/30/1984,Female,329-78-3248,"1158 Anthony Hill Suite 610, Jasonborough, DE 93519",New York,63615,118532.95,386,Unemployed,44945.19,Credit Card Loan,Completed,5,1
Robert,White,4/21/1966,Female,018-77-4621,"3758 Anna Throughway, Reillychester, SC 87289",Wyoming,8309,66638.54,755,Self-employed,54904.91,Auto Loan,Completed,0,0
Michael,Warren,9/16/1997,Female,096-11-7394,"2859 Joseph Road, East Matthew, ID 76119",New York,45390,72414.57,310,Student,87416.8,Education Loan,Running,3,1
Ann,Owens,6/26/1980,Male,101-15-8789,"09961 Jeffrey Ford, Cameronland, MA 85305",Georgia,31068,107095.8,772,Self-employed,98611.65,Home Loan,Completed,3,0
Brianna,James,9/6/1972,Female,238-25-0187,"54711 Richard Drive Apt. 435, Hopkinsview, SC 91897",Vermont,58126,113404.45,633,Unemployed,17259.66,Home Loan,Completed,2,1
Jill,Smith,3/3/1988,Female,675-97-3579,"438 Chandler Neck, Benjaminview, DC 81727",Oregon,99136,131693.27,514,Student,22377.29,Credit Card Loan,Running,3,1
Cynthia,Briggs,3/14/1989,Female,271-78-2384,"1122 Sandra Street, Tylerstad, CO 22828",Tennessee,91858,199735.92,594,Self-employed,93913.32,Home Loan,Running,2,1
Heather,Lindsey,3/28/1997,Female,594-26-8078,"04409 Maria Mission, Lake Laurenborough, VA 45146",Pennsylvania,88921,121186.91,538,Self-employed,95739.43,Auto Loan,Completed,5,1
Natasha,Fuller,9/27/1989,Male,107-25-6376,"USCGC Price, FPO AE 99453",Kansas,28179,83941.22,340,Self-employed,23632.07,Home Loan,Running,5,1
Lance,Underwood,7/10/1981,Female,373-78-1180,"02017 Amy Rest, Markfurt, AL 11155",Colorado,19502,59921.07,693,Retired,44196.91,Home Loan,Completed,3,0
Paul,Reid,2/18/1991,Male,473-07-7007,"827 Michael Falls Apt. 996, Watsonstad, OR 44030",New York,85299,106936.82,638,Self-employed,26100.43,Personal Loan,Running,2,0
Evan,Hernandez,9/8/1999,Female,869-48-3666,"PSC 8504, Box 0343, APO AA 71819",New Mexico,16874,81184.16,708,Employed,75066.81,Education Loan,Running,2,0
Derek,Lopez,6/25/1987,Female,078-26-1410,"Unit 7892 Box 1696, DPO AP 37798",Montana,67154,176205.8,735,Student,95749.44,Education Loan,Running,1,0
Christopher,Fowler,1/2/1973,Male,049-26-8231,"PSC 0231, Box 0160, APO AP 90233",Minnesota,82898,149103.12,661,Retired,66255.26,Credit Card Loan,Running,1,0
Brittany,Adams,1/17/1967,Male,715-73-5061,"2725 Evans Neck Suite 368, New Joseph, SD 69512",Oregon,84441,189562.48,389,Employed,10219.94,Education Loan,Completed,2,1
Alexander,Tran,4/10/1976,Female,363-47-2941,"54075 Teresa Isle, Christinashire, WA 80856",New Mexico,70451,168540.21,589,Self-employed,11803.06,Education Loan,Completed,5,0
Jeremy,Haas,9/17/1955,Male,592-58-4599,"979 Conley Branch Suite 365, South Melissa, KY 32042",Hawaii,23403,101428.76,335,Retired,56871.31,Auto Loan,Completed,3,1
Sharon,Graham,4/3/1959,Female,401-73-4679,"01954 Justin Shoal Apt. 522, Allenmouth, MD 55069",Kansas,60787,176584.9,312,Unemployed,96641.16,Education Loan,Completed,2,1
Mary,Roman,11/14/1970,Male,465-79-1412,"51041 Leslie Inlet, Port Sandraton, KS 01151",West Virginia,81274,58779.82,379,Employed,27752.13,Education Loan,Completed,0,1
Sean,Parsons,9/1/1971,Male,246-44-8488,"52383 Heather Land, North Tiffanyhaven, MO 47917",Oklahoma,20736,45662.75,743,Retired,99052.31,Credit Card Loan,Running,1,0
Steven,Martin,12/3/1975,Female,173-02-5469,"2717 Sherry Center, West Elizabethhaven, NE 23190",Delaware,43834,158348.61,713,Retired,34684.26,Home Loan,Running,1,0
Stacey,Reilly,2/26/1977,Female,755-43-3136,"7267 Lopez Manors, South Betty, NM 36224",Mississippi,67146,25235,312,Unemployed,9393.42,Credit Card Loan,Completed,0,1
Amanda,Phillips,7/8/1971,Male,430-58-6388,"669 Michaela Pass Apt. 744, East Cynthia, NM 73442",Mississippi,4533,180368.04,564,Student,55528.03,Credit Card Loan,Completed,1,1
James,Taylor,3/20/1963,Female,451-62-7349,"6747 John Mountain, Melissaborough, IA 99605",Alabama,81172,173628.59,576,Employed,7364.39,Personal Loan,Completed,0,1
Daniel,King,4/15/1987,Male,695-98-9983,"5278 Rogers Club Apt. 861, Brownton, NM 25768",Vermont,78251,22703.32,359,Unemployed,27813.49,Auto Loan,Running,0,1
Adrian,Diaz,5/8/1986,Female,229-20-8642,"9088 Ross Extension, West Adamfort, ME 46313",Rhode Island,20441,182494.42,696,Retired,41894.9,Credit Card Loan,Completed,1,0
Rebecca,Lopez,8/20/1965,Female,199-35-2209,"847 Kyle Forge Apt. 073, New Maryville, MN 46064",Oregon,57732,74275.1,493,Self-employed,49299.76,Home Loan,Completed,1,1
Alyssa,Vasquez,2/16/2001,Female,873-16-0091,"9518 Ryan Run, North Justinmouth, PA 01179",Georgia,43387,68720.53,467,Self-employed,77397.66,Personal Loan,Running,0,1
Christina,Young,5/22/1985,Male,435-88-7320,"77746 Carr Lodge Suite 093, West David, AL 55433",Texas,36113,189306.55,764,Student,88348.95,Personal Loan,Running,3,1
David,Lyons,12/2/1988,Female,268-64-5058,"31527 Williams Street Apt. 413, South Tyler, TX 62223",New York,63029,138966.69,327,Unemployed,11376.25,Auto Loan,Running,2,1
Sabrina,Fuentes,7/13/1954,Male,033-62-9282,"1008 Cynthia Trail Suite 583, North Wendymouth, NY 70344",Illinois,95417,169152.7,714,Student,61518.59,Auto Loan,Completed,0,0
Tina,Robinson,12/21/1974,Female,093-78-9427,"55529 Carolyn Curve, Justinmouth, WI 17245",Maryland,2660,34085.55,841,Retired,48260.27,Credit Card Loan,Completed,0,0
Anthony,Williams,4/22/1983,Female,846-01-9449,"4246 Dennis Vista Apt. 531, Clarkhaven, NM 58664",Arkansas,18772,29177.97,578,Retired,84970.04,Education Loan,Completed,5,1
Sylvia,Blankenship,12/12/1958,Female,249-23-7903,"180 Norris Lake Apt. 455, North Luisside, TX 89051",Wisconsin,8951,102877.88,424,Unemployed,86789.86,Auto Loan,Completed,2,1
Joseph,Sanchez,3/2/1993,Female,318-16-4995,"4731 Paul Trail Suite 297, Westborough, DE 79002",Nevada,8934,102112.22,512,Employed,24918.86,Home Loan,Running,2,1
Mario,Olson,2/12/1967,Female,604-17-5683,"USS Jackson, FPO AP 78907",New Mexico,10185,188361.89,565,Student,34612.78,Home Loan,Running,2,1
Sheila,Marquez,7/17/1994,Female,184-10-3507,"951 Yvonne Canyon Apt. 124, Amandaport, MO 08725",Illinois,51616,193789.18,616,Employed,24165.68,Credit Card Loan,Completed,2,0
Meghan,Stewart,1/29/1985,Male,266-86-3689,"3918 Smith Manors, Burnettside, MO 13229",Massachusetts,30018,157711.6,437,Retired,73465.06,Auto Loan,Completed,5,1
Timothy,Solis,9/30/1976,Male,461-04-6590,"859 Brown Fort Suite 353, Lake David, SD 98642",Nebraska,44029,158327.96,582,Student,31851.9,Personal Loan,Running,0,1
Phillip,Flynn,12/12/1994,Female,032-37-9030,"5730 Mcdaniel Landing Apt. 396, East Carlchester, IN 41674",Idaho,19841,130321.27,670,Unemployed,95707.38,Home Loan,Completed,2,1
David,Sanchez,11/4/1986,Male,883-21-7173,"238 Brian Loop, Stephensside, NV 61070",Rhode Island,75631,126628.19,615,Self-employed,32958.97,Education Loan,Running,1,0
Robert,Thomas,10/16/1979,Male,454-51-7706,"Unit 3064 Box 4151, DPO AA 12470",Maine,66822,86517.94,749,Self-employed,61880.19,Credit Card Loan,Completed,5,0
Jason,Sharp,4/26/2001,Male,374-50-0876,"42115 William Crossroad, South Roger, LA 45394",Utah,28435,165967.88,472,Student,9468.04,Home Loan,Completed,3,1
Brandi,Martin,4/27/1957,Female,351-50-4098,"27852 Johnson Fort Suite 462, East Nancymouth, AK 95462",Missouri,47935,195386.71,844,Unemployed,74772.48,Auto Loan,Running,2,1
Dylan,Parker,10/3/1974,Female,844-73-8695,"1755 Felicia Coves, Rowemouth, AR 44706",Delaware,80505,132187.67,682,Unemployed,79555.22,Personal Loan,Completed,4,1
Lauren,Miles,4/17/1968,Female,862-32-1539,"490 Johnson Point Suite 060, North Anthonymouth, OR 15715",South Dakota,58847,92050.1,403,Retired,77137.34,Auto Loan,Running,3,1
Andrew,Roman,1/13/2000,Male,678-48-1630,"07489 Guerrero Club Suite 295, Sanchezburgh, AZ 06535",Illinois,34248,49091.37,744,Student,5783.72,Education Loan,Running,3,0
Brendan,Martin,2/2/1993,Male,795-05-9381,"294 Susan Parks Apt. 539, Port Kathleenmouth, KS 91152",Florida,14314,84244.25,368,Retired,55371.78,Credit Card Loan,Running,4,1
Jerome,Parker,9/19/1996,Female,443-35-0541,"711 Courtney Summit Apt. 738, Robertport, OH 48976",Illinois,87759,35266.69,580,Student,75130.04,Credit Card Loan,Completed,4,0
Michael,Robles,3/17/1968,Male,554-46-2827,"506 Bailey Spurs, Hollyland, NH 75583",Pennsylvania,24795,66010.93,564,Retired,51567.26,Credit Card Loan,Running,4,1
Robert,Peters,5/30/1975,Male,532-76-8292,"4797 Jessica Forks, West Christopherbury, IA 04570",California,66574,149335.52,555,Unemployed,67610.39,Home Loan,Completed,5,1
Thomas,Brooks,4/18/1996,Female,563-20-7740,"5853 Mark Park, Tylertown, NH 49459",North Carolina,52651,143596.67,389,Retired,74990.3,Home Loan,Completed,3,1
William,Keith,12/23/2000,Male,226-51-8737,"259 Jones Manors Suite 255, Mooreburgh, NH 35139",Pennsylvania,57088,197338.63,389,Self-employed,43850.57,Credit Card Loan,Running,1,1
Kurt,Brooks,1/15/1965,Female,420-06-3052,"807 Cassandra Manor, Gardnerfurt, ID 99940",Louisiana,39181,182674.35,750,Self-employed,60708.85,Personal Loan,Running,0,0
Alison,Nelson,2/11/1968,Male,308-99-8096,"706 Hannah Well Apt. 858, North Bonnieshire, MD 59978",Oklahoma,89624,67028.81,363,Employed,11438.57,Personal Loan,Completed,4,1
James,Hoffman,1/4/1978,Male,073-47-1383,"26888 Robles Station, New Michaelstad, WI 73226",Maryland,81236,108648.4,499,Student,84498.39,Personal Loan,Running,4,1
Katelyn,Huang,12/2/1963,Male,175-07-8982,"06918 Robbins Inlet Suite 630, South Laurenchester, MN 28341",Texas,93794,117925.24,550,Retired,35709.45,Home Loan,Running,5,1
Nicholas,Mcbride,12/6/1955,Male,859-09-3740,"8940 Brown Stream Suite 857, New Roychester, AL 84841",Arkansas,78345,123687.23,366,Retired,53684.48,Credit Card Loan,Running,5,1
Michael,Dyer,1/5/1968,Female,092-14-5102,"0935 Todd Route Suite 304, South Lynnmouth, NH 53853",Ohio,644,57379.96,690,Retired,48826.29,Credit Card Loan,Completed,3,0
Bryan,Lee,4/10/1993,Female,772-89-9544,"Unit 9539 Box 9234, DPO AE 61835",Nevada,19771,192866.61,316,Student,59896.09,Credit Card Loan,Running,1,1
Danielle,Bowers,8/19/1961,Male,504-17-0465,"USNV Castaneda, FPO AP 83003",Maryland,73907,126309.97,462,Unemployed,62989.7,Credit Card Loan,Running,4,1
Mario,Sullivan,8/13/2002,Male,025-19-1191,"026 Cantrell Knolls, Howeborough, NE 65638",Oregon,42392,185824.4,683,Student,84263.93,Home Loan,Running,4,0
Jessica,Alvarado,5/24/1994,Female,531-09-0786,"56372 Mccullough Loop Suite 597, Alanbury, OK 28946",Utah,82630,76819.09,534,Retired,51710.92,Home Loan,Completed,4,1
Katrina,Gaines,11/2/1965,Male,141-69-6715,"3896 Garcia Stravenue, Tamaraport, OR 11578",New Jersey,37829,44513.22,575,Student,45984.92,Credit Card Loan,Running,0,1
Beth,Krueger,3/22/1975,Male,101-46-8382,"1565 Esparza Crossing, Gregoryberg, OR 70223",Connecticut,24146,138059.94,318,Employed,35019.34,Home Loan,Running,4,1
Heather,Castillo,2/3/2001,Female,785-66-5915,"001 Eric Pines, Taylortown, IN 98520",Maine,46720,114288.7,845,Employed,38654.43,Personal Loan,Running,3,0
Erin,Anderson,7/18/1974,Female,141-79-3675,"2687 Abigail Plains Apt. 167, Lake Josephport, RI 75758",New Jersey,62146,171931.28,480,Retired,40755.68,Education Loan,Running,5,1
Joanna,Rangel,5/4/1964,Male,488-13-2485,"955 David Mountains Suite 621, South Jessica, WV 31067",New Jersey,6927,191833.87,579,Student,89968.39,Auto Loan,Completed,3,1
Bryce,Warren,12/31/1987,Male,416-46-0960,"2875 Robert Freeway Suite 644, East Cynthia, VA 67719",California,92703,77655.69,769,Employed,73515.53,Home Loan,Completed,5,0
Barbara,Alvarez,7/23/2003,Female,282-10-5167,"37760 Jackson Curve Apt. 546, Guzmanberg, TX 70892",New Mexico,70761,30958.24,380,Student,22349.37,Education Loan,Running,4,1
Katie,Cruz,3/11/1986,Female,799-19-5999,"4564 Elizabeth Via Suite 083, Steeleside, OH 48162",Ohio,50217,161856.26,334,Student,50226.07,Credit Card Loan,Completed,0,1
Brittany,Daniels,10/3/1959,Male,748-80-8504,"27848 Roberts Mill Apt. 009, Trujillomouth, DE 64265",Wyoming,37482,127109.31,612,Student,90135.2,Auto Loan,Running,1,0
Christopher,Weeks,9/18/1972,Female,641-67-6165,"4465 Mason Walks, South Cynthia, NM 10538",South Carolina,62787,71293.2,475,Self-employed,32739.8,Credit Card Loan,Running,4,1
Erin,Walker,12/13/1982,Female,270-54-1394,"1455 Mathis Spring Apt. 923, Ryanmouth, WI 74842",South Dakota,21594,74892.99,761,Retired,39012.65,Education Loan,Completed,4,1
Edward,Johnson,3/18/1976,Male,387-68-3482,"3555 Kristina Falls, Russellberg, IN 08180",New Jersey,13054,199067.05,752,Employed,57473.74,Personal Loan,Running,5,0
James,Berry,6/18/1958,Male,360-17-4783,"33221 Michael River Suite 805, Port Edward, PA 71479",Tennessee,58649,188786.86,801,Self-employed,9636.23,Home Loan,Running,3,1
Tracey,Williams,1/29/1984,Male,050-69-9406,"02745 Coleman Forest Apt. 559, East Bryanchester, IA 22004",Arkansas,24799,101161.12,685,Retired,39945.67,Education Loan,Running,2,0
Eric,Henderson,10/3/1980,Male,825-69-4794,"690 Miller Highway, East Gary, AZ 56937",New Jersey,46935,37799.93,567,Retired,67016.71,Credit Card Loan,Running,3,1
Michael,Morris,12/27/1955,Male,817-68-6593,"7246 Kevin Prairie Suite 328, New Alex, NC 42061",Louisiana,84641,117122.69,453,Self-employed,77244.15,Auto Loan,Running,5,1
Kelly,Andrade,10/31/1975,Female,463-71-7223,"61956 Wallace Flats Apt. 268, Markshire, RI 69497",Georgia,90676,49890.97,540,Employed,66755.26,Personal Loan,Running,2,1
Michelle,Weber,2/20/1977,Female,629-11-7039,"13624 Blackwell Forge Apt. 985, North Michaelhaven, TX 94499",Indiana,2264,179773.89,753,Employed,45445.66,Personal Loan,Running,4,0
Roger,Johnson,4/23/1975,Female,559-64-6947,"6002 James Run Apt. 204, Port Wesley, MO 02359",Washington,83551,190823.42,383,Employed,96605.69,Auto Loan,Running,4,1
Rodney,Wilson,7/8/1978,Male,245-43-9174,"612 Wu River Apt. 230, Lake Cindy, DE 99778",Alabama,18607,181187.59,616,Self-employed,42324.36,Credit Card Loan,Completed,2,0
Kenneth,Chen,10/4/1977,Female,035-35-6109,"840 Matthew Glens Suite 951, Fullermouth, CT 69056",Arizona,59151,124244.11,664,Self-employed,65399.07,Personal Loan,Completed,3,1
William,Madden,3/14/1969,Female,587-15-4743,"6117 Maxwell Mission, North Angela, MT 10922",Nebraska,63980,50908.57,793,Student,90223.21,Home Loan,Completed,3,0
Anthony,Burgess,6/29/1964,Male,664-24-5791,"196 Gregory Street Suite 236, Silvashire, LA 72041",Delaware,66331,187958.98,635,Employed,51881.14,Home Loan,Completed,2,0
Patty,Sanders,6/19/1968,Male,202-06-2327,"32528 Lopez Ford, Lopezstad, VT 75840",Nebraska,63874,188767.26,594,Retired,37153.89,Home Loan,Completed,4,0
Danielle,Butler,7/26/1965,Male,117-98-9990,"659 Jacob Highway, South Richardchester, PA 36400",Virginia,13846,184049.38,539,Student,77676.6,Auto Loan,Completed,2,1
Michael,Kerr,11/23/1984,Male,094-56-8688,"9461 John Spurs, North Kevinmouth, MI 66098",New York,43413,82815.46,568,Self-employed,63354.83,Home Loan,Completed,3,1
Michael,Booth,1/21/1981,Female,799-59-0230,"07646 Valerie Greens, New Audreyhaven, CA 37076",Texas,98405,108802.03,667,Retired,31215.4,Education Loan,Completed,1,0
Jared,Moore,11/4/1988,Male,147-56-6744,"72617 Farmer Branch Apt. 705, South Meganside, CA 68161",Idaho,36621,146917.91,394,Student,53856.03,Home Loan,Completed,5,1
Steven,Murray,1/19/1976,Male,863-53-4892,"23823 Emily Creek, Coffeytown, FL 93998",Idaho,39074,125237.32,730,Student,80411.08,Auto Loan,Completed,1,0
Richard,Brown,11/20/1968,Female,089-83-4059,"895 Jennifer Manors, Lindaland, OR 59461",Texas,16876,68638.34,831,Self-employed,96631.11,Education Loan,Completed,4,1
Brooke,Brown,9/8/1954,Male,835-18-9302,"Unit 0436 Box 4208, DPO AP 74155",Minnesota,10916,188230.38,364,Student,98264.28,Education Loan,Running,1,1
Rodney,Morris,10/25/1992,Female,445-52-6932,"421 Gonzales Ports Apt. 762, Robinbury, VT 48428",Minnesota,41984,52464.42,383,Retired,67723.72,Credit Card Loan,Completed,3,1
Matthew,Harris,4/8/1991,Male,040-13-0473,"3373 Lee Corner Apt. 589, New Christopher, NE 45340",Virginia,12111,181074.41,737,Employed,26153.59,Credit Card Loan,Completed,2,0
Raymond,Tucker,10/27/1998,Female,297-41-1320,"9665 Wanda Junctions, Wrightton, CT 52793",Maryland,4639,161317.36,352,Employed,85920.24,Home Loan,Completed,1,1
Ebony,Hill,3/31/1986,Male,644-26-9165,"2364 Santiago Centers Apt. 410, Thompsonton, FL 55493",Iowa,53112,59184.42,442,Self-employed,8522.33,Home Loan,Completed,1,1
Vanessa,Thompson,4/18/1983,Female,729-09-0583,"77014 Ortiz Ford, Powersfort, IL 74275",Arkansas,93434,116111.17,589,Student,98277.57,Personal Loan,Running,5,0
Mark,Rivas,2/12/2004,Female,147-17-8550,"52356 Amy Fort, Campbelltown, WI 93726",Alaska,57297,119196.02,401,Employed,24418.44,Auto Loan,Running,0,1
Linda,Mullen,10/26/2003,Female,730-07-2460,"656 Kaiser Lights Suite 732, Williamtown, MD 89337",South Dakota,10951,66674.28,398,Self-employed,48081.72,Personal Loan,Completed,1,1
Kelli,Warner,4/27/1970,Male,172-04-6875,"132 Russell Row Suite 000, Diazburgh, HI 20491",Iowa,70546,119293.95,740,Self-employed,95218.71,Auto Loan,Completed,1,0
Tommy,Smith,11/10/1996,Female,771-07-4523,"520 Mary Loaf, New Carmenbury, AR 53309",Alabama,16473,26503.13,553,Employed,19868.16,Credit Card Loan,Running,1,1
Margaret,Little,7/30/1987,Male,659-42-6531,"416 Dawn Shoal Suite 683, Antoniomouth, MN 95353",Illinois,54486,171554.74,389,Employed,47727.62,Education Loan,Running,1,1
Marc,Mendoza,9/29/1978,Female,388-37-5458,"USNS Rangel, FPO AA 06678",Maryland,43980,191955.76,312,Unemployed,69390.43,Personal Loan,Completed,3,1
Beverly,Jones,4/25/1982,Male,811-90-0679,"048 Brittany Ridge, Coopermouth, MO 97710",Missouri,5505,91631.21,847,Retired,79983.94,Credit Card Loan,Running,4,0
Sarah,Cunningham,10/4/1985,Female,108-26-3580,"99054 Hale Hollow, Port Michael, ID 07044",Michigan,47262,147512.01,582,Unemployed,88493.57,Auto Loan,Completed,3,1
Adriana,Walton,7/14/1996,Female,484-60-8816,"57896 Adams Causeway, West Jennifer, IL 82446",Arkansas,47489,66210.9,816,Self-employed,55566.65,Personal Loan,Running,3,0
Paul,Wilson,4/23/1993,Male,203-84-8755,"3449 Brian Lake Suite 829, East Bradley, AK 77209",Ohio,5317,72333.11,372,Student,30096,Home Loan,Completed,0,1
Ellen,Ross,5/2/1991,Female,331-43-1851,"6566 Cheryl Land Apt. 652, Hannahmouth, ND 22733",Oklahoma,95008,119002.88,475,Student,99327.53,Credit Card Loan,Running,0,1
Nathaniel,Andrade,4/8/1959,Female,057-91-9808,"1316 Graham Summit Apt. 658, North Ashley, NJ 60238",Ohio,86014,103045.9,502,Self-employed,62482.64,Home Loan,Running,1,1
Rhonda,Walsh,8/15/1982,Female,232-61-7365,"469 Cohen Underpass Apt. 056, North Michaelfort, NM 53832",Nevada,69342,89018.19,799,Unemployed,59320.46,Personal Loan,Completed,4,1
Alexander,Marsh,8/19/1983,Male,718-68-9190,"4594 Barton Path Suite 537, New Anthonybury, TX 05366",New York,88258,29615.71,695,Unemployed,30560.32,Auto Loan,Completed,5,1
Jeffrey,Davis,5/28/1979,Male,587-43-3315,"7831 Lee Extensions Apt. 830, East Heidi, ND 62382",Arizona,70092,69800.18,536,Student,29318.41,Home Loan,Running,4,1
Grace,Ayala,6/23/1997,Female,738-21-6738,"712 Robert Underpass, Johnville, IN 71118",Michigan,29040,78882.23,786,Retired,33007.32,Personal Loan,Running,0,0
